Info 0    [15:50:17.240] Starting TS Server
Info 83   [15:50:22.455] Format host information updated
Info 84   [15:50:22.509] Format host information updated
Info 85   [15:50:22.731] Format host information updated
Info 86   [15:50:22.861] Format host information updated
Info 87   [15:50:23.022] Format host information updated
Info 88   [15:50:23.201] Format host information updated
Info 89   [15:50:23.287] Format host information updated
Info 90   [15:50:23.399] Format host information updated
Info 91   [15:50:23.521] Format host information updated
Info 92   [15:50:23.667] Format host information updated
Info 93   [15:50:23.731] Format host information updated
Info 94   [15:50:25.132] Format host information updated
Info 95   [15:50:25.325] Format host information updated
Info 96   [15:50:25.603] Format host information updated
Info 97   [15:50:25.663] Format host information updated
Info 98   [15:50:26.602] Format host information updated
Info 99   [15:50:26.924] Format host information updated
Info 100  [15:50:27.060] Format host information updated
Info 101  [15:50:27.223] Format host information updated
Info 102  [15:50:27.340] Format host information updated
Info 103  [15:50:27.678] Format host information updated
Info 104  [15:50:27.991] Format host information updated
Info 105  [15:50:28.350] Format host information updated
Info 106  [15:50:28.742] Format host information updated
Info 107  [15:50:28.813] Format host information updated
Info 108  [15:50:29.162] Format host information updated
Info 109  [15:50:29.252] Format host information updated
Info 110  [15:50:29.365] Format host information updated
Info 111  [15:50:29.427] Format host information updated
Info 112  [15:50:29.782] Format host information updated
Info 113  [15:50:29.927] Format host information updated
Info 114  [15:50:30.625] Format host information updated
Info 115  [15:50:30.983] Format host information updated
Info 116  [15:50:31.414] Format host information updated
Info 117  [15:50:31.554] Format host information updated
Info 118  [15:50:31.627] Format host information updated
Info 119  [15:50:31.816] Format host information updated
Info 120  [15:50:31.876] Format host information updated
Info 121  [15:50:31.977] Format host information updated
Info 122  [15:50:32.319] Format host information updated
Info 123  [15:50:32.527] Format host information updated
Info 124  [15:50:32.794] Format host information updated
Info 125  [15:50:32.964] Format host information updated
Info 126  [15:50:33.032] Format host information updated
Info 127  [15:50:33.218] Format host information updated
Info 128  [15:50:33.282] Format host information updated
Info 129  [15:50:33.358] Format host information updated
Info 130  [15:56:48.607] Format host information updated
Info 131  [15:56:48.753] Format host information updated
Info 132  [15:56:48.808] Format host information updated
Info 133  [15:56:48.983] Format host information updated
Info 134  [15:56:49.137] Format host information updated
Info 135  [15:56:49.192] Format host information updated
Info 136  [15:56:49.525] Format host information updated
Info 137  [15:56:49.637] Format host information updated
Info 138  [15:56:51.338] Format host information updated
Info 139  [15:56:51.404] Format host information updated
Info 140  [15:56:51.538] Format host information updated
Info 141  [15:56:51.661] Format host information updated
Info 142  [15:56:51.858] Format host information updated
Info 143  [15:56:51.957] Format host information updated
Info 144  [16:01:47.080] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 145  [16:01:47.097] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: true structureIsReused:: Not Elapsed: 17.173857998102903ms
Info 146  [16:01:47.097] Project '/dev/null/inferredProject1*' (Inferred)
Info 147  [16:01:47.097] 	Files (9)

Info 148  [16:01:47.097] -----------------------------------------------
Info 149  [16:01:47.097] Project '/dev/null/inferredProject1*' (Inferred)
Info 149  [16:01:47.097] 	Files (9)

Info 149  [16:01:47.097] -----------------------------------------------
Info 149  [16:01:47.097] Open files: 
Info 149  [16:01:47.097] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 149  [16:01:47.097] 		Projects: /dev/null/inferredProject1*
Info 149  [16:01:47.097] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 149  [16:01:47.097] 		Projects: /dev/null/inferredProject1*
Info 149  [16:01:47.097] Format host information updated
Info 150  [16:01:47.189] Format host information updated
Info 151  [16:01:47.355] Format host information updated
Info 152  [16:01:47.506] Format host information updated
Info 153  [16:01:47.899] Format host information updated
Info 154  [16:01:48.097] Format host information updated
Info 155  [16:01:48.341] Format host information updated
Info 156  [16:01:48.736] Format host information updated
Info 157  [16:01:48.938] Format host information updated
Info 158  [16:01:49.040] Format host information updated
Info 159  [16:01:50.506] Format host information updated
Info 160  [16:01:50.658] Format host information updated
Info 161  [16:01:50.795] Format host information updated
Info 162  [16:01:50.891] Format host information updated
Info 163  [16:01:50.997] Format host information updated
Info 164  [16:01:51.073] Format host information updated
Info 165  [16:01:51.276] Format host information updated
Info 166  [16:01:53.238] Format host information updated
Info 167  [16:01:53.301] Format host information updated
Info 168  [16:01:53.501] Format host information updated
Info 169  [16:01:53.723] Format host information updated
Info 170  [16:01:53.784] Format host information updated
Info 171  [16:01:53.845] Format host information updated
Info 172  [16:01:53.992] Format host information updated
Info 173  [16:01:54.051] Format host information updated
Info 174  [16:01:54.301] Format host information updated
Info 175  [16:01:54.360] Format host information updated
Info 176  [16:01:57.609] Format host information updated
Info 177  [16:01:57.839] Format host information updated
Info 178  [16:01:58.115] Format host information updated
Info 179  [16:01:58.178] Format host information updated
Info 180  [16:01:58.269] Format host information updated
Info 181  [16:01:58.343] Format host information updated
Info 182  [16:01:58.426] Format host information updated
Info 183  [16:01:58.543] Format host information updated
Info 184  [16:01:58.756] Format host information updated
Info 185  [16:01:58.870] Format host information updated
Info 186  [16:01:59.785] Format host information updated
Info 187  [16:01:59.914] Format host information updated
Info 188  [16:02:00.828] Format host information updated
Info 189  [16:02:00.925] Format host information updated
Info 190  [16:02:01.029] Format host information updated
Info 191  [16:02:01.252] Format host information updated
Info 192  [16:02:01.637] Format host information updated
Info 193  [16:02:08.596] Format host information updated
Info 194  [16:02:08.638] Format host information updated
Info 195  [16:07:55.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 196  [16:07:55.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: true structureIsReused:: Not Elapsed: 8.98768699914217ms
Info 197  [16:07:55.563] Project '/dev/null/inferredProject1*' (Inferred)
Info 198  [16:07:55.563] 	Files (10)

Info 199  [16:07:55.563] -----------------------------------------------
Info 200  [16:07:55.563] Project '/dev/null/inferredProject1*' (Inferred)
Info 200  [16:07:55.563] 	Files (10)

Info 200  [16:07:55.563] -----------------------------------------------
Info 200  [16:07:55.563] Open files: 
Info 200  [16:07:55.563] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 200  [16:07:55.563] 		Projects: /dev/null/inferredProject1*
Info 200  [16:07:55.563] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 200  [16:07:55.563] 		Projects: /dev/null/inferredProject1*
Info 200  [16:07:55.563] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 200  [16:07:55.563] 		Projects: /dev/null/inferredProject1*
Info 200  [16:07:55.784] Format host information updated
Info 201  [16:08:01.075] Format host information updated
Info 202  [16:08:02.799] Format host information updated
Info 203  [16:08:07.186] Format host information updated
Info 204  [16:08:07.336] Format host information updated
Info 205  [16:08:07.401] Format host information updated
Info 206  [16:08:07.510] Format host information updated
Info 207  [16:08:07.608] Format host information updated
Info 208  [16:08:07.712] Format host information updated
Info 209  [16:08:07.783] Format host information updated
Info 210  [16:08:08.036] Format host information updated
Info 211  [16:08:08.177] Format host information updated
Info 212  [16:08:08.383] Format host information updated
Info 213  [16:08:08.759] Format host information updated
Info 214  [16:08:09.286] Format host information updated
Info 215  [16:08:09.411] Format host information updated
Info 216  [16:08:09.911] Format host information updated
Info 217  [16:08:10.109] Format host information updated
Info 218  [16:08:10.469] Format host information updated
Info 219  [16:08:10.607] Format host information updated
Info 220  [16:08:10.896] Format host information updated
Info 221  [16:08:11.004] Format host information updated
Info 222  [16:08:11.161] Format host information updated
Info 223  [16:08:11.238] Format host information updated
Info 224  [16:08:13.545] Format host information updated
Info 225  [16:08:15.815] Format host information updated
Info 226  [16:08:16.722] Format host information updated
Info 227  [16:12:20.439] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 228  [16:12:20.446] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: true structureIsReused:: Not Elapsed: 7.037032000720501ms
Info 229  [16:12:20.446] Project '/dev/null/inferredProject1*' (Inferred)
Info 230  [16:12:20.446] 	Files (11)

Info 231  [16:12:20.446] -----------------------------------------------
Info 232  [16:12:20.446] Project '/dev/null/inferredProject1*' (Inferred)
Info 232  [16:12:20.446] 	Files (11)

Info 232  [16:12:20.446] -----------------------------------------------
Info 232  [16:12:20.446] Open files: 
Info 232  [16:12:20.446] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 232  [16:12:20.446] 		Projects: /dev/null/inferredProject1*
Info 232  [16:12:20.446] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 232  [16:12:20.446] 		Projects: /dev/null/inferredProject1*
Info 232  [16:12:20.446] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 232  [16:12:20.446] 		Projects: /dev/null/inferredProject1*
Info 232  [16:12:20.446] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.FFI.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 232  [16:12:20.446] 		Projects: /dev/null/inferredProject1*
Info 232  [16:12:25.782] Format host information updated
Info 233  [16:12:26.153] Format host information updated
Info 234  [16:12:26.278] Format host information updated
Info 235  [16:12:26.437] Format host information updated
Info 236  [16:12:26.509] Format host information updated
Info 237  [16:12:26.964] Format host information updated
Info 238  [16:12:27.342] Format host information updated
Info 239  [16:12:27.494] Format host information updated
Info 240  [16:12:28.020] Format host information updated
Info 241  [16:12:28.203] Format host information updated
Info 242  [16:12:28.858] Format host information updated
Info 243  [16:12:29.004] Format host information updated
Info 244  [16:12:29.075] Format host information updated
Info 245  [16:12:29.270] Format host information updated
Info 246  [16:12:29.550] Format host information updated
Info 247  [16:12:29.777] Format host information updated
Info 248  [16:12:29.892] Format host information updated
Info 249  [16:12:30.084] Format host information updated
Info 250  [16:12:30.221] Format host information updated
Info 251  [16:12:30.403] Format host information updated
Info 252  [16:12:30.548] Format host information updated
Info 253  [16:12:30.611] Format host information updated
Info 254  [16:12:30.738] Format host information updated
Info 255  [16:12:30.806] Format host information updated
Info 256  [16:12:30.870] Format host information updated
Info 257  [16:12:30.940] Format host information updated
Info 258  [16:12:31.042] Format host information updated
Info 259  [16:12:31.150] Format host information updated
Info 260  [16:12:31.239] Format host information updated
Info 261  [16:12:31.639] Format host information updated
Info 262  [16:12:31.864] Format host information updated
Info 263  [16:12:32.055] Format host information updated
Info 264  [16:12:38.169] Format host information updated
Info 265  [16:12:38.406] Format host information updated
Info 266  [16:12:38.599] Format host information updated
Info 267  [16:12:38.735] Format host information updated
Info 268  [16:12:38.828] Format host information updated
Info 269  [16:12:38.884] Format host information updated
Info 270  [16:12:38.946] Format host information updated
Info 271  [16:12:44.981] Format host information updated
Info 272  [16:12:45.341] Format host information updated
Info 273  [16:12:45.729] Format host information updated
Info 274  [16:12:45.926] Format host information updated
Info 275  [16:12:46.014] Format host information updated
Info 276  [16:12:46.128] Format host information updated
Info 277  [16:13:46.095] Format host information updated
Info 278  [16:13:46.157] Format host information updated
Info 279  [16:13:46.266] Format host information updated
Info 280  [16:13:46.371] Format host information updated
Info 281  [16:13:46.706] Format host information updated
Info 282  [16:13:47.044] Format host information updated
Info 283  [16:13:47.189] Format host information updated
Info 284  [16:13:47.251] Format host information updated
Info 285  [16:13:47.440] Format host information updated
Info 286  [16:13:47.598] Format host information updated
Info 287  [16:13:47.698] Format host information updated
Info 288  [16:13:47.976] Format host information updated
Info 289  [16:13:48.520] Format host information updated
Info 290  [16:13:48.908] Format host information updated
Info 291  [16:13:49.131] Format host information updated
Info 292  [16:13:54.160] Format host information updated
Info 293  [16:13:54.326] Format host information updated
Info 294  [16:13:54.542] Format host information updated
Info 295  [16:13:54.769] Format host information updated
Info 296  [16:13:55.817] Format host information updated
Info 297  [16:13:55.979] Format host information updated
Info 298  [16:13:56.227] Format host information updated
Info 299  [16:13:56.308] Format host information updated
Info 300  [16:13:56.373] Format host information updated
Info 301  [16:13:56.435] Format host information updated
Info 302  [16:13:56.606] Format host information updated
Info 303  [16:13:56.775] Format host information updated
Info 304  [16:13:56.875] Format host information updated
Info 305  [16:13:57.041] Format host information updated
Info 306  [16:13:57.124] Format host information updated
Info 307  [16:13:57.363] Format host information updated
Info 308  [16:13:57.555] Format host information updated
Info 309  [16:13:57.917] Format host information updated
Info 310  [16:13:57.980] Format host information updated
Info 311  [16:13:58.059] Format host information updated
Info 312  [16:13:58.180] Format host information updated
Info 313  [16:13:58.374] Format host information updated
Info 314  [16:13:58.634] Format host information updated
Info 315  [16:13:58.758] Format host information updated
Info 316  [16:13:59.009] Format host information updated
Info 317  [16:13:59.351] Format host information updated
Info 318  [16:13:59.442] Format host information updated
Info 319  [16:13:59.645] Format host information updated
Info 320  [16:13:59.855] Format host information updated
Info 321  [16:14:00.065] Format host information updated
Info 322  [16:14:00.365] Format host information updated
Info 323  [16:14:00.565] Format host information updated
Info 324  [16:14:00.634] Format host information updated
Info 325  [16:14:00.734] Format host information updated
Info 326  [16:14:00.821] Format host information updated
Info 327  [16:14:00.881] Format host information updated
Info 328  [16:14:01.020] Format host information updated
Info 329  [16:14:01.125] Format host information updated
Info 330  [16:14:15.558] Format host information updated
Info 331  [16:14:15.709] Format host information updated
Info 332  [16:14:15.782] Format host information updated
Info 333  [16:14:15.869] Format host information updated
Info 334  [16:14:16.025] Format host information updated
Info 335  [16:14:16.142] Format host information updated
Info 336  [16:14:16.222] Format host information updated
Info 337  [16:14:16.346] Format host information updated
Info 338  [16:14:16.425] Format host information updated
Info 339  [16:14:16.486] Format host information updated
Info 340  [16:14:16.548] Format host information updated
Info 341  [16:14:16.625] Format host information updated
Info 342  [16:14:16.730] Format host information updated
Info 343  [16:14:16.791] Format host information updated
Info 344  [16:14:17.022] Format host information updated
Info 345  [16:14:17.251] Format host information updated
Info 346  [16:14:17.828] Format host information updated
Info 347  [16:14:18.020] Format host information updated
Info 348  [16:14:29.820] Format host information updated
Info 349  [16:14:30.073] Format host information updated
Info 350  [16:14:30.240] Format host information updated
Info 351  [16:14:30.397] Format host information updated
Info 352  [16:14:30.741] Format host information updated
Info 353  [16:14:30.895] Format host information updated
Info 354  [16:14:31.199] Format host information updated
Info 355  [16:14:31.464] Format host information updated
Info 356  [16:14:31.724] Format host information updated
Info 357  [16:14:31.960] Format host information updated
Info 358  [16:14:32.809] Format host information updated
Info 359  [16:14:33.044] Format host information updated
Info 360  [16:14:33.408] Format host information updated
Info 361  [16:14:33.898] Format host information updated
Info 362  [16:14:34.107] Format host information updated
Info 363  [16:14:34.446] Format host information updated
Info 364  [16:14:34.936] Format host information updated
Info 365  [16:14:35.796] Format host information updated
Info 366  [16:14:36.073] Format host information updated
Info 367  [16:14:36.415] Format host information updated
Info 368  [16:14:36.843] Format host information updated
Info 369  [16:14:37.361] Format host information updated
Info 370  [16:20:05.896] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 371  [16:20:05.963] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: true structureIsReused:: Not Elapsed: 66.60712600126863ms
Info 372  [16:20:05.963] Project '/dev/null/inferredProject1*' (Inferred)
Info 373  [16:20:05.963] 	Files (12)

Info 374  [16:20:05.963] -----------------------------------------------
Info 375  [16:20:05.963] Project '/dev/null/inferredProject1*' (Inferred)
Info 375  [16:20:05.963] 	Files (12)

Info 375  [16:20:05.963] -----------------------------------------------
Info 375  [16:20:05.963] Open files: 
Info 375  [16:20:05.963] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 375  [16:20:05.963] 		Projects: /dev/null/inferredProject1*
Info 375  [16:20:05.963] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 375  [16:20:05.963] 		Projects: /dev/null/inferredProject1*
Info 375  [16:20:05.963] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 375  [16:20:05.963] 		Projects: /dev/null/inferredProject1*
Info 375  [16:20:05.963] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.FFI.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 375  [16:20:05.963] 		Projects: /dev/null/inferredProject1*
Info 375  [16:20:05.963] 	FileName: /home/orion/src/purescript-puppeteer/output/Data.Map.Internal/index.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 375  [16:20:05.963] 		Projects: /dev/null/inferredProject1*
Info 375  [16:20:06.047] Format host information updated
Info 376  [16:20:19.848] Project '/dev/null/inferredProject1*' (Inferred)
Info 376  [16:20:19.848] 	Files (12)

Info 376  [16:20:19.848] -----------------------------------------------
Info 376  [16:20:19.848] Open files: 
Info 376  [16:20:19.848] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 376  [16:20:19.848] 		Projects: /dev/null/inferredProject1*
Info 376  [16:20:19.848] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 376  [16:20:19.848] 		Projects: /dev/null/inferredProject1*
Info 376  [16:20:19.848] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 376  [16:20:19.848] 		Projects: /dev/null/inferredProject1*
Info 376  [16:20:19.848] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.FFI.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 376  [16:20:19.848] 		Projects: /dev/null/inferredProject1*
Info 376  [16:21:57.670] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 377  [16:21:57.723] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 52.39139699935913ms
Info 378  [16:21:57.723] Project '/dev/null/inferredProject1*' (Inferred)
Info 379  [16:21:57.723] 	Files (12)

Info 380  [16:21:57.723] -----------------------------------------------
Info 381  [16:21:57.723] Project '/dev/null/inferredProject1*' (Inferred)
Info 381  [16:21:57.723] 	Files (12)

Info 381  [16:21:57.723] -----------------------------------------------
Info 381  [16:21:57.723] Open files: 
Info 381  [16:21:57.723] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 381  [16:21:57.723] 		Projects: /dev/null/inferredProject1*
Info 381  [16:21:57.723] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 381  [16:21:57.723] 		Projects: /dev/null/inferredProject1*
Info 381  [16:21:57.723] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 381  [16:21:57.723] 		Projects: /dev/null/inferredProject1*
Info 381  [16:21:57.723] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.FFI.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 381  [16:21:57.723] 		Projects: /dev/null/inferredProject1*
Info 381  [16:21:57.723] 	FileName: /home/orion/src/purescript-puppeteer/output/Data.Map.Internal/index.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 381  [16:21:57.723] 		Projects: /dev/null/inferredProject1*
Info 381  [16:21:57.818] Format host information updated
Info 382  [16:22:09.859] Project '/dev/null/inferredProject1*' (Inferred)
Info 382  [16:22:09.859] 	Files (12)

Info 382  [16:22:09.859] -----------------------------------------------
Info 382  [16:22:09.859] Open files: 
Info 382  [16:22:09.859] 	FileName: /home/orion/src/purescript-puppeteer/test/Test.Main.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 382  [16:22:09.859] 		Projects: /dev/null/inferredProject1*
Info 382  [16:22:09.859] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Handle.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 382  [16:22:09.859] 		Projects: /dev/null/inferredProject1*
Info 382  [16:22:09.859] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.Page.Event.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 382  [16:22:09.859] 		Projects: /dev/null/inferredProject1*
Info 382  [16:22:09.859] 	FileName: /home/orion/src/purescript-puppeteer/src/Puppeteer.FFI.js ProjectRootPath: /home/orion/src/purescript-puppeteer
Info 382  [16:22:09.859] 		Projects: /dev/null/inferredProject1*
Info 382  [16:24:12.402] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 383  [16:24:12.404] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: true structureIsReused:: Not Elapsed: 1.8195700012147427ms
